"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction"
"Gene0021",48.4552415720921,1.34393110831527,0.287701593075897,1.65233038566748e-07,9.07863750791744e-06,TRUE,"up in treated"
"Gene0017",111.134099642956,1.45449235899942,0.320837131766553,2.64493701824946e-07,1.32714267004978e-05,TRUE,"up in treated"
"Gene0057",39.529435531367,1.614943152735,0.362766094393054,2.81799758048992e-07,1.32714267004978e-05,TRUE,"up in treated"
"Gene0086",36.8156256178688,-1.52657582197858,0.335438596700413,2.73135637688548e-07,1.32714267004978e-05,TRUE,"down in treated"
"Gene0026",122.000045604693,1.33871674043056,0.294511995179206,2.99991841842965e-07,1.34859968901224e-05,TRUE,"up in treated"
"Gene0034",197.611125765109,1.58162275748156,0.359465982547768,3.36948113034145e-07,1.39722544424308e-05,TRUE,"up in treated"
"Gene0059",116.833405394399,1.27900981544052,0.287249032638912,3.39063808511971e-07,1.39722544424308e-05,TRUE,"up in treated"
"Gene0015",223.306735824,1.53437001333959,0.345279820271419,3.90676848553598e-07,1.48607462776734e-05,TRUE,"up in treated"
"Gene0058",197.960265894901,1.50746985031021,0.337726724440357,3.80549834618647e-07,1.48607462776734e-05,TRUE,"up in treated"
"Gene0070",200.84153727579,-1.24397748389397,0.278938578514136,4.73451976080779e-07,1.73423705312552e-05,TRUE,"down in treated"
"Gene0097",98.0580672289949,-1.36197821282734,0.31516230730415,6.94982992989476e-07,2.45477921452354e-05,TRUE,"down in treated"
"Gene0039",29.3341733030369,1.6019969751875,0.369586450032159,7.51686563849981e-07,2.56351038499183e-05,TRUE,"up in treated"
"Gene0073",66.4059315070487,-1.23193755733065,0.286140167753558,9.60663057180371e-07,3.16698587850462e-05,TRUE,"down in treated"
"Gene0093",71.8617215891949,-1.15722849951762,0.279189731898409,2.03559812550033e-06,6.49421466490267e-05,TRUE,"down in treated"
"Gene0005",71.6169808778938,1.61962729662417,0.40796278668569,2.76022277606876e-06,8.53081351728751e-05,TRUE,"up in treated"
"Gene0090",131.591402409843,-1.42600260457864,0.371285865644038,3.68608426448653e-06,0.00011047082841143,TRUE,"down in treated"
"Gene0074",67.1164608314273,-1.25202159223208,0.314540694344038,4.1158855200874e-06,0.000119723846451954,TRUE,"down in treated"
"Gene0075",473.120664703359,-1.1891124335114,0.302614216380759,4.33590296347996e-06,0.000122520229453762,TRUE,"down in treated"
"Gene0078",52.6539180167537,-1.25710504727966,0.327361507840332,5.8237834372314e-06,0.000159992272761718,TRUE,"down in treated"
"Gene0010",232.113802817461,1.42844411543807,0.376607695423388,6.76500746744762e-06,0.000180826821224478,TRUE,"up in treated"
"Gene0002",265.129149227083,1.37304082133848,0.371397800111582,1.10540051448354e-05,0.000287695028637952,TRUE,"up in treated"
"Gene0053",68.6063448982479,1.31082579071274,0.359773566377456,1.38620861996119e-05,0.000351528288497851,TRUE,"up in treated"
"Gene0051",264.497667590056,1.1029834718883,0.300935289033474,1.46976648283938e-05,0.000363399762882037,TRUE,"up in treated"
"Gene0079",16.7713094745018,-1.46371564050213,0.402644081779196,1.51328765754961e-05,0.000365034510565016,TRUE,"down in treated"
"Gene0099",62.183980845453,-1.04836424730586,0.287610833306356,1.62025274721846e-05,0.000381530944523585,TRUE,"down in treated"
"Gene0092",45.648985584264,-1.21727204564095,0.343195954654146,2.01173888257772e-05,0.000462699942992875,TRUE,"down in treated"
"Gene0036",124.399367923957,1.25523370188466,0.363004798716825,2.12278030046176e-05,0.000477143117535609,TRUE,"up in treated"
"Gene0095",30.1521444989277,-1.33744189779803,0.384550476406722,2.33862669542884e-05,0.000513978178173138,TRUE,"down in treated"
"Gene0080",58.5330572237955,-1.07593080969872,0.308346220955109,2.83394980051306e-05,0.000609299207110307,TRUE,"down in treated"
"Gene0052",83.4277420899305,1.16264538913027,0.338924020855147,3.26518598086862e-05,0.000687078496825332,TRUE,"up in treated"
"Gene0067",63.9621371418203,-1.21493228856497,0.370643419280012,3.61038131835878e-05,0.000743888984136839,TRUE,"down in treated"
"Gene0025",367.265939488921,1.22891978184801,0.387161926744975,4.7069167778031e-05,0.000950028712907605,TRUE,"up in treated"
"Gene0047",115.401538116489,1.04565142232138,0.311082398330754,5.24634144482034e-05,0.00101737876253477,TRUE,"up in treated"
"Gene0060",88.6792190603333,1.02884111056233,0.306228903447354,5.20501728490485e-05,0.00101737876253477,TRUE,"up in treated"
"Gene0023",660.091362864679,1.11318828459288,0.343345366983724,5.66927369301437e-05,0.00107825224661369,TRUE,"up in treated"
"Gene0066",151.641474879112,-0.959666456124924,0.299890890350254,7.31363754369674e-05,0.00136475236428605,FALSE,"not significant"
"Gene0065",40.1451196425292,-1.03313221114007,0.324381373642673,9.72102319727439e-05,0.00178038739668599,TRUE,"down in treated"
"Gene0022",421.525901519791,1.09573310621592,0.357410456238511,0.000112739214988239,0.00202725606587942,TRUE,"up in treated"
"Gene0064",14.390669402893,-1.39311971597134,0.456645324210823,0.000115383599033754,0.00203775677579254,TRUE,"down in treated"
"Gene0007",197.761647564928,0.900624386901215,0.291323317731433,0.000153039749947275,0.00265537390697991,FALSE,"not significant"
"Gene0030",341.177669926131,0.810860926640069,0.260057966391777,0.000160091595796401,0.00272983772832139,FALSE,"not significant"
"Gene0056",199.271409768257,0.927711537031506,0.309829407771379,0.00019014687551064,0.00318737728610208,FALSE,"not significant"
"Gene0041",67.0628305337388,0.967317762620262,0.328110579045282,0.000218490055860145,0.0036014444207614,FALSE,"not significant"
"Gene0077",132.61546211635,-1.10690771019654,0.401545963025523,0.00023735300025024,0.00384823143028668,TRUE,"down in treated"
"Gene0076",37.1378019767538,-1.0060431491007,0.349958172084281,0.000243816245165742,0.00388926236240191,TRUE,"down in treated"
"Gene0020",42.5371946818944,1.08576385442946,0.386299724352496,0.000257144236222765,0.00403675634324309,TRUE,"up in treated"
"Gene0087",48.3725915495143,-1.0097425263673,0.383717502658573,0.000492025109194282,0.00748635127681761,TRUE,"down in treated"
"Gene0088",38.092157839386,-0.889246271148654,0.328956807339956,0.000486265481591989,0.00748635127681761,FALSE,"not significant"
"Gene0045",259.588305686665,0.898312176134551,0.343089511169339,0.00051634829514619,0.00773740096817548,FALSE,"not significant"
"Gene0055",36.5341224829755,0.919728967930594,0.349942134280805,0.000566947335598072,0.00836881962547005,FALSE,"not significant"
"Gene0091",213.332825429833,-0.805131768868606,0.297500427534667,0.00058389834781265,0.00849228626451045,FALSE,"not significant"
"Gene0050",201.902185039401,0.845982674495716,0.323597740143788,0.000688765599775984,0.00987230693012244,FALSE,"not significant"
"Gene0046",1854.94996351046,0.918838985249958,0.360130176420889,0.000726155899038999,0.010259545487851,FALSE,"not significant"
"Gene0001",15.9286093126547,1.05715688496405,0.430201618630762,0.000748650154944176,0.010428380327321,TRUE,"up in treated"
"Gene0089",184.072398737316,-0.674049325477811,0.256847503951228,0.000975562845050872,0.0134004396354904,FALSE,"not significant"
"Gene0063",20.2187307133879,-0.890708852192769,0.375439584623355,0.00122957468860651,0.0166582105072854,FALSE,"not significant"
"Gene0048",71.4795590760886,0.90302424424331,0.392296091722033,0.00130722891445963,0.017470937789197,FALSE,"not significant"
"Gene0094",85.2741417211655,-0.715369676618986,0.318294116321044,0.00195764668096924,0.0258148342330477,FALSE,"not significant"
"Gene0430",44.2913619506801,0.702316725428891,0.32359658155805,0.00285553982240429,0.0371595905836558,FALSE,"not significant"
"Gene0240",78.4406443018152,-0.672037301994239,0.315895249443336,0.00317677299120294,0.0405554579145039,FALSE,"not significant"
"Gene0725",36.8495863818297,0.709655036091485,0.346143798022218,0.00319850931984965,0.0405554579145039,FALSE,"not significant"
"Gene0033",15.7209026007235,0.813591039039751,0.414577988971545,0.00330517596060943,0.0413774560131991,FALSE,"not significant"
"Gene0029",35.7473415727333,0.735946073266962,0.358078546381677,0.00336714393104325,0.0416263168475222,FALSE,"not significant"
"Gene0024",43.190320893636,0.785076903136552,0.418138468687024,0.00378390237144774,0.046200980806936,FALSE,"not significant"
"Gene0084",124.347477423945,-0.676203558759524,0.344342150091052,0.00399407141623074,0.0478636945320093,FALSE,"not significant"
"Gene0096",16.180727263945,-0.756025873843961,0.388704761969358,0.00401687224080563,0.0478636945320093,FALSE,"not significant"
"Gene0072",27.9122451292009,-0.729378189236912,0.387017854953994,0.00429878057527497,0.0506130236779398,FALSE,"not significant"
"Gene0071",110.145296671109,-0.640334837345495,0.333688519118283,0.00497310171866778,0.0578635011736757,FALSE,"not significant"
"Gene0848",44.4460541136983,0.58665233671609,0.304608296136203,0.00676846849335302,0.0778373876735597,FALSE,"not significant"
"Gene0032",189.064696990589,0.655523207670893,0.384214910782718,0.0070108835725319,0.0796984350946442,FALSE,"not significant"
"Gene0031",561.522547018071,0.620416195413948,0.393903949686506,0.00758961854477157,0.0852969629633987,FALSE,"not significant"
"Gene0019",63.7793324358623,0.608293752587175,0.345795906648745,0.00823921770325267,0.0915571495338977,FALSE,"not significant"
"Gene0827",93.3937454795374,-0.568857124733661,0.328308892391629,0.00860044389198855,0.0945093223241853,FALSE,"not significant"
"Gene0440",249.906854231172,-0.471690439901442,0.244480279105261,0.00964020619979083,0.104771032215309,FALSE,"not significant"
"Gene0082",137.11233816926,-0.474748236165744,0.247316262874635,0.0101603998756358,0.109224298663084,FALSE,"not significant"
"Gene0908",141.504221047669,0.539587158184217,0.309398676394361,0.010741096079678,0.114225204546253,FALSE,"not significant"
"Gene0134",102.480658201823,0.540188477183272,0.325940933022543,0.011699876017412,0.121801867170742,FALSE,"not significant"
"Gene0368",42.5986182243878,0.543497961294563,0.324694576613134,0.0116832958815238,0.121801867170742,FALSE,"not significant"
"Gene0061",10.301452825219,-0.651902171906422,0.469130663152371,0.0123795860479859,0.124956880337564,FALSE,"not significant"
"Gene0199",41.9509378610538,-0.561151194938251,0.354098462112624,0.0123819760091823,0.124956880337564,FALSE,"not significant"
"Gene0751",125.594983481564,-0.587681253586936,0.44429184333419,0.0123290635177461,0.124956880337564,FALSE,"not significant"
"Gene0228",402.853804234105,0.561524280854524,0.385172957817039,0.0126514926882413,0.125306402650634,FALSE,"not significant"
"Gene0349",411.5828108757,-0.559255714243435,0.395030592373701,0.0127051251143648,0.125306402650634,FALSE,"not significant"
"Gene0778",49.6021647943442,0.525202216504038,0.312368892226056,0.0127967104830273,0.125306402650634,FALSE,"not significant"
"Gene0222",113.521514362166,-0.483031255337749,0.279329562066089,0.0135117840608041,0.131011318001326,FALSE,"not significant"
"Gene0471",702.801697717938,-0.445135912676087,0.242156386906847,0.0138203257564619,0.132701962846028,FALSE,"not significant"
"Gene0081",88.6870269102603,-0.556177015394375,0.388109471208116,0.0154102282446198,0.146545343595471,FALSE,"not significant"
"Gene0152",152.10720172977,-0.438909096861504,0.245874824878052,0.0155683070739938,0.146638625677903,FALSE,"not significant"
"Gene0279",52.1976844114439,0.543669844321041,0.372832227204818,0.0161370974938061,0.150562164352587,FALSE,"not significant"
"Gene0656",49.2711949831676,0.447672488013814,0.259389416805315,0.01684025447069,0.155654314687032,FALSE,"not significant"
"Gene0009",558.567904739466,0.460306578858489,0.282080754980597,0.0171539930608872,0.157086103122384,FALSE,"not significant"
"Gene0579",13.7200623614184,0.560858451363005,0.423478395925741,0.0174647148604647,0.158464247678896,FALSE,"not significant"
"Gene0746",33.2221533162881,-0.473310244968908,0.305422747497715,0.0195116590448277,0.17542755268486,FALSE,"not significant"
"Gene0757",75.6398322871876,-0.46832153201795,0.320283476332883,0.0213210730922626,0.189968840434664,FALSE,"not significant"
"Gene0139",231.469205917893,-0.380020077145471,0.217721878413705,0.0224175606023801,0.19795506639066,FALSE,"not significant"
"Gene0166",26.8915262861594,-0.486763342149514,0.375928967735014,0.0234795180503362,0.203919297669589,FALSE,"not significant"
"Gene0871",197.667375554252,-0.402907990363007,0.244079714198167,0.0235053588820356,0.203919297669589,FALSE,"not significant"
"Gene0013",54.4309067882474,0.438515805140442,0.287902621087033,0.0238724415290308,0.204329295104913,FALSE,"not significant"
"Gene0193",186.854078979901,-0.419674928862746,0.274957531453307,0.0239658222772193,0.204329295104913,FALSE,"not significant"
"Gene0266",177.765673142207,-0.405428673610676,0.253410336602257,0.0247983002975005,0.209619820463487,FALSE,"not significant"
"Gene0028",78.9222507952517,0.431914253427794,0.325908589871257,0.0307307998532152,0.2575657716511,FALSE,"not significant"
"Gene0255",22.7126274921955,-0.422109100598795,0.308138526385029,0.0325633413836961,0.27063146746618,FALSE,"not significant"
"Gene0044",36.4438663242996,0.432484805271519,0.371389386945484,0.0335702026696124,0.276273646459743,FALSE,"not significant"
"Gene0448",45.5932604301109,0.429072843814127,0.371999654063981,0.0338009213565509,0.276273646459743,FALSE,"not significant"
"Gene0652",282.147639151518,-0.395811099201219,0.299608823987543,0.0343824584437304,0.27872337213811,FALSE,"not significant"
"Gene0529",164.202610216425,0.391048593724594,0.278913718127484,0.0349329490522016,0.279815148174203,FALSE,"not significant"
"Gene0532",56.6995386683223,-0.383329229988475,0.262411180839455,0.035212843973272,0.279815148174203,FALSE,"not significant"
"Gene0603",46.1704169955656,0.428100616349819,0.349461631766332,0.0353659186266687,0.279815148174203,FALSE,"not significant"
"Gene0741",24.6913182410434,0.427980729047104,0.390409939867764,0.0361669337210731,0.283881725794772,FALSE,"not significant"
"Gene0304",316.210006852043,-0.386529230314132,0.303398636264418,0.038268272116076,0.298007253055093,FALSE,"not significant"
"Gene0422",83.9409530487285,-0.378097380009299,0.269385832846942,0.03856918947528,0.298007253055093,FALSE,"not significant"
"Gene0027",59.6269901188416,0.378976053666302,0.284908972924307,0.0401606899599145,0.306737747143166,FALSE,"not significant"
"Gene0885",199.758941593378,0.362493171286798,0.249655905976519,0.0403194207569379,0.306737747143166,FALSE,"not significant"
"Gene0653",96.5600911353313,0.356435046533702,0.245186417643095,0.0410898502212215,0.309428234488436,FALSE,"not significant"
"Gene0720",86.7465426256386,0.38366622551436,0.2894064259533,0.0412988139054334,0.309428234488436,FALSE,"not significant"
"Gene0815",538.546473622203,-0.370439044313846,0.294893216561496,0.0437863935323928,0.325599572958921,FALSE,"not significant"
"Gene0747",15.3737222485519,-0.396800642101638,0.368978412306805,0.0445564925033221,0.328853515565564,FALSE,"not significant"
"Gene0648",43.8517544404176,0.386192658184132,0.330870407237632,0.0451372358478031,0.330672046322054,FALSE,"not significant"
"Gene0276",11.2819037472812,-0.390154153597578,0.37430263667546,0.0487873001937735,0.354784116850309,FALSE,"not significant"
"Gene0372",93.1657083073991,-0.338298546306856,0.242604494871374,0.0491612188595359,0.354893762423949,FALSE,"not significant"
"Gene0287",346.743042703857,0.339858754547978,0.247987121875534,0.0499917985657962,0.358274556388206,FALSE,"not significant"
"Gene0237",40.1105043947697,0.370566155380244,0.323284185496719,0.0505048748654783,0.35934763483423,FALSE,"not significant"
"Gene0016",39.9418031408096,0.379818131166739,0.357078056815674,0.0510948148956375,0.360948370941325,FALSE,"not significant"
"Gene0437",81.6420919319494,0.340683500798851,0.25970927131776,0.0516328500548702,0.362162331235933,FALSE,"not significant"
"Gene0348",145.969263415447,-0.334699326640759,0.247378040725248,0.0533496096884316,0.366408083207353,FALSE,"not significant"
"Gene0388",238.345942054731,-0.343114686954804,0.296810330161779,0.0531953090481137,0.366408083207353,FALSE,"not significant"
"Gene0499",70.4763719317013,0.326861340369495,0.232981681733499,0.0527418517649933,0.366408083207353,FALSE,"not significant"
"Gene0408",355.147396442451,0.355204384829572,0.32650524649166,0.0568283809572787,0.387608750115508,FALSE,"not significant"
"Gene0561",62.4394050082549,-0.347509832778553,0.302381213733372,0.0580618991724099,0.393309714256941,FALSE,"not significant"
"Gene0387",102.412641819862,0.331666476023655,0.261409746098743,0.0588160151313313,0.395707748060453,FALSE,"not significant"
"Gene0204",25.390555379704,-0.345690895633097,0.317392899927352,0.0609210809831195,0.401672993948701,FALSE,"not significant"
"Gene0571",114.746981690712,0.332211282880362,0.279682562885845,0.0608385258465521,0.401672993948701,FALSE,"not significant"
"Gene0582",27.6304279180511,0.346651170058321,0.30143872235961,0.0603796771393993,0.401672993948701,FALSE,"not significant"
"Gene0683",93.6919766993569,-0.333272550963092,0.310667655294299,0.0635979666622981,0.416545622708694,FALSE,"not significant"
"Gene0696",99.5152583812443,-0.322473265980455,0.265174602777789,0.0645183876969857,0.417050231583784,FALSE,"not significant"
"Gene0832",17.6205866362942,-0.332470654255574,0.365030256276072,0.0641566000146146,0.417050231583784,FALSE,"not significant"
"Gene0011",117.814191538095,0.317835858638212,0.265868117709962,0.0653603743592588,0.419749417151344,FALSE,"not significant"
"Gene0575",465.497659613179,0.300523493567415,0.224187394333908,0.0674071810652545,0.430101303700237,FALSE,"not significant"
"Gene0068",22.0850706367721,-0.331703319751972,0.294892361970207,0.0687124538443753,0.4340114092101,FALSE,"not significant"
"Gene0113",109.893766785733,-0.327763178255153,0.304508479316519,0.0697753428355974,0.4340114092101,FALSE,"not significant"
"Gene0564",217.156569059874,0.324809257791871,0.318500308884916,0.0690484425880106,0.4340114092101,FALSE,"not significant"
"Gene0907",23.9209657962776,0.332903933572814,0.307308500901873,0.0696942934805183,0.4340114092101,FALSE,"not significant"
"Gene0816",105.168208732157,0.328657112282292,0.318625436339952,0.0713141055104041,0.440810314686185,FALSE,"not significant"
"Gene0446",286.555170548336,0.321762083351637,0.293800561498062,0.0721272935804329,0.443067660565516,FALSE,"not significant"
"Gene0194",120.364668910027,0.304759551760791,0.359888160427989,0.0728435538340639,0.444705399641292,FALSE,"not significant"
"Gene0923",81.7392075799538,0.313043355126544,0.269242569112608,0.0733733241746793,0.445191519072134,FALSE,"not significant"
"Gene0159",81.7792065617706,0.311718268980053,0.285920664889995,0.0762937793015474,0.446476613782429,FALSE,"not significant"
"Gene0378",65.4500920942396,-0.316561574062147,0.28067327138216,0.0745375302904827,0.446476613782429,FALSE,"not significant"
"Gene0583",7.64208003033633,-0.283344229026429,0.393592750038757,0.0748790238401173,0.446476613782429,FALSE,"not significant"
"Gene0624",92.7085535642161,-0.316756404321352,0.298191533838217,0.0754478530280755,0.446476613782429,FALSE,"not significant"
"Gene0892",39.4795366987042,-0.314061950598682,0.319249742003635,0.0761467841586831,0.446476613782429,FALSE,"not significant"
"Gene0952",38.8886287090957,0.318688562927409,0.307782604186192,0.0754300122440699,0.446476613782429,FALSE,"not significant"
"Gene0147",73.1886455011462,-0.2975449410757,0.328686718819996,0.0774318811865382,0.450471355844037,FALSE,"not significant"
"Gene0695",41.5559041307767,-0.30675465521524,0.266026249141383,0.0781478552479365,0.451977946433972,FALSE,"not significant"
"Gene0103",32.6412285995041,0.313543531834078,0.318146368633911,0.0802638101700939,0.459509287500236,FALSE,"not significant"
"Gene0795",33.2940673696701,0.308705758673427,0.28557714749692,0.0806867759508095,0.459509287500236,FALSE,"not significant"
"Gene0958",36.4478919339577,-0.307694513144683,0.281039042197806,0.080843898913085,0.459509287500236,FALSE,"not significant"
"Gene0359",51.7476948139508,0.310230197576146,0.304948398478744,0.0822940667386336,0.463384678316503,FALSE,"not significant"
"Gene0921",262.658722715488,0.305126164324423,0.289199337550296,0.0824627941190137,0.463384678316503,FALSE,"not significant"
"Gene0227",207.69486296428,-0.301908031892797,0.275221684890303,0.0842903079295994,0.46351320395059,FALSE,"not significant"
"Gene0712",24.7648511209105,0.307891329669052,0.291263737270244,0.0838727835163143,0.46351320395059,FALSE,"not significant"
"Gene0904",104.729328532613,0.299218138583476,0.268090772486094,0.0842405454310182,0.46351320395059,FALSE,"not significant"
"Gene0912",82.52734595956,0.297689379911939,0.262521789838556,0.0843603404561235,0.46351320395059,FALSE,"not significant"
"Gene0315",85.7908370561103,0.298043550022916,0.270341812650322,0.0854051836031869,0.466661472837303,FALSE,"not significant"
"Gene0534",99.2893992129538,-0.299512555519113,0.275594160694461,0.0859406812746835,0.467007328465176,FALSE,"not significant"
"Gene0667",258.927310117497,-0.2895852813484,0.258755959183221,0.0872252658345696,0.471397748144204,FALSE,"not significant"
"Gene0157",238.95704957776,-0.278828389293499,0.23074282290421,0.0892966379939586,0.477374999870406,FALSE,"not significant"
"Gene0198",153.837115712316,0.280979087295982,0.235879024886311,0.0890676382309461,0.477374999870406,FALSE,"not significant"
"Gene0301",19.668046351329,-0.293661873357276,0.306348794938347,0.0942950784914721,0.496052301213117,FALSE,"not significant"
"Gene0879",151.207999197142,0.281785205437928,0.266976045210669,0.0941131055086137,0.496052301213117,FALSE,"not significant"
"Gene0985",33.4109257909566,0.291459223337849,0.296371885189174,0.0938559422858067,0.496052301213117,FALSE,"not significant"
"Gene0168",48.5649950256972,0.285108251685867,0.281883642237977,0.0994779753622258,0.517809040174955,FALSE,"not significant"
"Gene0281",9.18484366289288,0.276981487519612,0.341053097273848,0.0993889830252181,0.517809040174955,FALSE,"not significant"
"Gene0651",110.067402854824,0.278888805117066,0.255188074725472,0.100308315828533,0.519397509709002,FALSE,"not significant"
"Gene0125",5.2806635737656,0.225528383318413,0.355636662142892,0.102761414684905,0.52387133568748,FALSE,"not significant"
"Gene0640",321.090171447058,-0.273727814379209,0.278564974503048,0.102484818329718,0.52387133568748,FALSE,"not significant"
"Gene0822",56.1133113273885,-0.28403380494919,0.290786270299292,0.101895579440175,0.52387133568748,FALSE,"not significant"
"Gene0585",33.0690777186093,-0.276067337638403,0.285311704910677,0.106750628612395,0.541417290757224,FALSE,"not significant"
"Gene0649",86.6436721522635,-0.268470663439079,0.276783535393648,0.112247521117611,0.563516743072677,FALSE,"not significant"
"Gene0909",97.1233473418832,-0.270871927966867,0.281828946978595,0.111754990868851,0.563516743072677,FALSE,"not significant"
"Gene0733",81.2967477502711,-0.25502170186179,0.296553832671102,0.11353344547851,0.567093826152759,FALSE,"not significant"
"Gene0037",92.3968131545726,0.26415867611747,0.265310156495063,0.117370468790938,0.57750942106586,FALSE,"not significant"
"Gene0439",68.0481704690856,0.256728581259127,0.248588605181341,0.11730788448281,0.57750942106586,FALSE,"not significant"
"Gene0754",624.814394792396,0.26177607195144,0.246887706428892,0.117221076281812,0.57750942106586,FALSE,"not significant"
"Gene0793",33.7838838990488,0.262092029000265,0.264811493557213,0.118007679952782,0.577770274620304,FALSE,"not significant"
"Gene0940",79.7705681873665,0.264145087417005,0.298266514358356,0.118926229513116,0.57939921669198,FALSE,"not significant"
"Gene0538",148.456308516502,0.244093483751325,0.216286957293741,0.122877835364939,0.587331459213333,FALSE,"not significant"
"Gene0560",131.863443009107,0.239780741383213,0.208154007711313,0.12260831282045,0.587331459213333,FALSE,"not significant"
"Gene0799",24.1731557005459,-0.2598935355654,0.268368778886086,0.122929840300465,0.587331459213333,FALSE,"not significant"
"Gene0802",44.0582373151395,-0.257255468197548,0.253300018223656,0.121536667374461,0.587331459213333,FALSE,"not significant"
"Gene0376",47.0839469212732,-0.251726850329799,0.310173964131569,0.126033097119557,0.59926313966943,FALSE,"not significant"
"Gene0191",241.735468114017,-0.238878280231972,0.298617070964979,0.127403233250427,0.602879414759196,FALSE,"not significant"
"Gene0109",283.987569461093,-0.24395985132728,0.242403838937883,0.130602346971605,0.613931428912087,FALSE,"not significant"
"Gene0244",59.5391106430725,-0.246364704415948,0.24509277415347,0.131916001594205,0.613931428912087,FALSE,"not significant"
"Gene0332",292.478475283346,-0.248614813994841,0.265358103752053,0.133589561381729,0.613931428912087,FALSE,"not significant"
"Gene0337",27.1823189341423,0.249995022354795,0.254017978536855,0.131569003875006,0.613931428912087,FALSE,"not significant"
"Gene0685",229.077345549711,-0.242205855266359,0.234350026889147,0.134084113897888,0.613931428912087,FALSE,"not significant"
"Gene0955",86.4721474982243,-0.23732239086608,0.219613541155411,0.132714813360654,0.613931428912087,FALSE,"not significant"
"Gene0969",25.9243558862153,-0.249858866415906,0.280914160903808,0.1328955299175,0.613931428912087,FALSE,"not significant"
"Gene0436",21.5188714958388,0.249406958121168,0.276843711836945,0.13594079145688,0.619564252308086,FALSE,"not significant"
"Gene0792",35.5591087723634,0.244907082997243,0.290825144243423,0.138019234037563,0.62615147918876,FALSE,"not significant"
"Gene0723",27.0305834110909,0.156179245960012,0.316606406232986,0.140668955284455,0.635258432768613,FALSE,"not significant"
"Gene0808",128.884149624698,-0.228770703632035,0.21571689192778,0.141897912329344,0.637481123719408,FALSE,"not significant"
"Gene0959",530.688493302928,0.238847934888103,0.252755221100234,0.142450281437805,0.637481123719408,FALSE,"not significant"
"Gene0657",536.442898142687,-0.222453364997172,0.208027791119365,0.146971346019954,0.654750726187995,FALSE,"not significant"
"Gene0257",35.2814986471551,0.23636581543707,0.269645175726458,0.149911275935011,0.656338274499611,FALSE,"not significant"
"Gene0590",53.7709525486056,-0.235217977494521,0.256305619383953,0.150645893135907,0.656338274499611,FALSE,"not significant"
"Gene0826",64.4494466283689,-0.234047105017697,0.269000153675932,0.150007395623466,0.656338274499611,FALSE,"not significant"
"Gene0830",247.660608215233,0.235494559358612,0.258139852017732,0.14979627956034,0.656338274499611,FALSE,"not significant"
"Gene0961",25.9412184781774,-0.236004145464516,0.280489898512513,0.148388136561811,0.656338274499611,FALSE,"not significant"
"Gene0633",1670.84004375844,0.22520084294891,0.2287461918129,0.15446062995561,0.667212717629137,FALSE,"not significant"
"Gene0806",210.767763076598,-0.23066836827356,0.263002388236298,0.154491114597646,0.667212717629137,FALSE,"not significant"
"Gene0515",20.4272490648717,-0.217293783574047,0.303910540984955,0.157212804043112,0.676015057385381,FALSE,"not significant"
"Gene0177",170.551884855091,0.22649831883296,0.243413263030777,0.158323730897946,0.67784489116047,FALSE,"not significant"
